callsign,icao24,origin,destination,firstseen
AAL2334,a17708,KDFW,KPHL,1/28/2020
AAL2918,a791c0,KLAX,KPHL,1/28/2020
UAL626,aaa616,KORD,KPHL,1/29/2020
AAL844,a997e5,KORD,KPHL,1/29/2020
AAL42,ade18c,KLAX,KPHL,1/29/2020
UAL1776,ab417a,KIAH,KPHL,1/29/2020
AAL714,a15aba,KDFW,KPHL,1/29/2020
AAL478,acdfa6,KPHX,KPHL,1/29/2020
AAL2093,a74679,KDFW,KPHL,1/29/2020
UAL640,ab128d,KORD,KPHL,1/29/2020
DAL2201,a49206,KDTW,KPHL,1/29/2020
UPS1483,a4b228,KDTW,KPHL,1/29/2020
UPS609,a09ab9,KORD,KPHL,1/29/2020
AAL981,a178de,KLAX,KPHL,1/29/2020
AAL1658,a1978f,KPHX,KPHL,1/29/2020
AAL256,a7869b,KLAX,KPHL,1/29/2020
AAL851,ad857e,KLAX,KPHL,1/29/2020
AAL782,a1804c,KPHX,KPHL,1/29/2020
AAL2006,a95665,KDTW,KPHL,1/29/2020
SKW3843,a9360e,KDTW,KPHL,1/29/2020
AAL1854,ac0dd9,KORD,KPHL,1/29/2020
UPS2865,a3f579,KPHX,KPHL,1/29/2020
AAL449,a777bf,KPHX,KPHL,1/29/2020
ASH6331,ac2bd4,KIAH,KPHL,1/29/2020
DAL422,ab1122,KSEA,KPHL,1/29/2020
AAL2562,a1534c,KDFW,KPHL,1/29/2020
AAL1652,ac96b8,KORD,KPHL,1/29/2020
AAL2340,a15aba,KDFW,KPHL,1/29/2020
DAL2473,adcceb,KDTW,KPHL,1/29/2020
NKS266,acbf60,KLAX,KPHL,1/29/2020
ASA32,a1cc1f,KSEA,KPHL,1/29/2020
AAL1799,aae1ea,KLAX,KPHL,1/29/2020
AAL235,a120a4,KDFW,KPHL,1/29/2020
PDT4994,a837b1,KDTW,KPHL,1/29/2020
AAL2095,ad857e,KORD,KPHL,1/29/2020
AAL629,ac9ff2,KPHX,KPHL,1/29/2020
AAL854,a15703,KPHX,KPHL,1/29/2020
AAL1328,aae958,KDFW,KPHL,1/29/2020
UAL2027,ac0b61,KIAH,KPHL,1/29/2020
RPA4567,a07228,KIAH,KPHL,1/29/2020
DAL1296,ad1c16,KDTW,KPHL,1/29/2020
UPS2020,a0e9b7,KDFW,KPHL,1/29/2020
NKS484,a842a9,KDFW,KPHL,1/29/2020
AAL658,a10d82,KLAX,KPHL,1/29/2020
PDT4921,a84c9d,KDTW,KPHL,1/29/2020
AAL2825,a742c2,KORD,KPHL,1/29/2020
UAL664,a5dcde,KORD,KPHL,1/29/2020
AAL460,ad0538,KPHX,KPHL,1/29/2020
AAL2608,ab1fa7,KORD,KPHL,1/29/2020
AAL694,ad3fd9,KDFW,KPHL,1/29/2020
SKW3901,ac685d,KDTW,KPHL,1/29/2020
AAL2334,a1245f,KDFW,KPHL,1/29/2020
AAL1359,a12625,KORD,KPHL,1/29/2020
AAL2918,a16037,KLAX,KPHL,1/29/2020
FFT2300,a3ecc8,KDFW,KPHL,1/30/2020
AAL478,a19b48,KPHX,KPHL,1/30/2020
UAL626,ac0ba7,KORD,KPHL,1/30/2020
UAL1776,a0bf26,KIAH,KPHL,1/30/2020
AAL42,adda24,KLAX,KPHL,1/30/2020
AAL844,a968f8,KORD,KPHL,1/30/2020
UPS611,a5aa47,KORD,KPHL,1/30/2020
AAL2093,ad90a3,KDFW,KPHL,1/30/2020
UAL640,ab7067,KORD,KPHL,1/30/2020
UPS1483,a4bd4d,KDTW,KPHL,1/30/2020
AAL2506,ad84de,KORD,KPHL,1/30/2020
DAL2201,a3323d,KDTW,KPHL,1/30/2020
UPS609,a0f37e,KORD,KPHL,1/30/2020
EJA101,a009da,KLAX,KPHL,1/30/2020
AAL981,a6ec56,KLAX,KPHL,1/30/2020
AAL256,ad9811,KLAX,KPHL,1/30/2020
AAL851,a66346,KLAX,KPHL,1/30/2020
AAL782,acced9,KPHX,KPHL,1/30/2020
AAL2006,a9d44c,KDTW,KPHL,1/30/2020
AAL2562,a16fa6,KDFW,KPHL,1/30/2020
SKW3843,ab161b,KDTW,KPHL,1/30/2020
AAL1854,acd964,KORD,KPHL,1/30/2020
UPS2865,a42466,KPHX,KPHL,1/30/2020
AAL449,acb636,KPHX,KPHL,1/30/2020
ASH6331,ac045e,KIAH,KPHL,1/30/2020
AAL1652,abbb24,KORD,KPHL,1/30/2020
AAL2340,a12f78,KDFW,KPHL,1/30/2020
NKS266,acaa74,KLAX,KPHL,1/30/2020
DAL2473,ad5271,KDTW,KPHL,1/30/2020
ASA32,a2e098,KSEA,KPHL,1/30/2020
AAL1799,a300b6,KLAX,KPHL,1/30/2020
DAL8840,a88700,KDTW,KPHL,1/30/2020
AAL235,a17e76,KDFW,KPHL,1/30/2020
AAL854,a19eff,KPHX,KPHL,1/30/2020
AAL629,a6cc45,KPHX,KPHL,1/30/2020
AAL2095,ad90a3,KORD,KPHL,1/30/2020
RPA4567,a05470,KIAH,KPHL,1/30/2020
AAL1328,ab525f,KDFW,KPHL,1/30/2020
UAL2027,ab68f9,KIAH,KPHL,1/30/2020
NKS484,acce3c,KDFW,KPHL,1/30/2020
DAL1296,ad0d3a,KDTW,KPHL,1/30/2020
UPS2020,a05cf0,KDFW,KPHL,1/30/2020
PDT4921,a857c2,KDTW,KPHL,1/30/2020
AAL2825,ad8cec,KORD,KPHL,1/30/2020
UAL664,ab1db2,KORD,KPHL,1/30/2020
AAL2608,ab0969,KORD,KPHL,1/30/2020
SKW3901,ab4151,KDTW,KPHL,1/30/2020
AAL2918,a699a1,KLAX,KPHL,1/31/2020
PDT4772,a837b1,KDTW,KPHL,1/31/2020
AAL478,ad0538,KPHX,KPHL,1/31/2020
UAL626,aa7e7d,KORD,KPHL,1/31/2020
UAL1776,a13608,KIAH,KPHL,1/31/2020
AAL42,ade543,KLAX,KPHL,1/31/2020
UPS611,a4e883,KORD,KPHL,1/31/2020
AAL2506,acf849,KORD,KPHL,1/31/2020
UAL640,ab618b,KORD,KPHL,1/31/2020
UPS1483,a54c6d,KDTW,KPHL,1/31/2020
DAL2201,a388a9,KDTW,KPHL,1/31/2020
AAL2093,a10d82,KDFW,KPHL,1/31/2020
UPS609,a076f1,KORD,KPHL,1/31/2020
AAL844,ab184d,KORD,KPHL,1/31/2020
AAL1658,ad0725,KPHX,KPHL,1/31/2020
AAL256,ad9811,KLAX,KPHL,1/31/2020
AAL564,a6cc45,KSEA,KPHL,1/31/2020
AAL981,a757ae,KLAX,KPHL,1/31/2020
AAL851,a16037,KLAX,KPHL,1/31/2020
AAL1562,a71efa,KPHX,KPHL,1/31/2020
AAL2469,a15703,KDFW,KPHL,1/31/2020
AAL1854,ada64d,KORD,KPHL,1/31/2020
ASH6331,ac2c23,KIAH,KPHL,1/31/2020
AAL449,a10614,KPHX,KPHL,1/31/2020
SKW3843,a15c01,KDTW,KPHL,1/31/2020
AAL1652,adac5d,KORD,KPHL,1/31/2020
AAL2334,a1978f,KDFW,KPHL,1/31/2020
NKS266,acce3c,KLAX,KPHL,1/31/2020
DAL2473,ac8588,KDTW,KPHL,1/31/2020
ASA32,a5b3ad,KSEA,KPHL,1/31/2020
AAL1799,aae1ea,KLAX,KPHL,1/31/2020
AAL235,a17708,KDFW,KPHL,1/31/2020
AAL2340,a1735d,KDFW,KPHL,1/31/2020
AAL854,ad08ef,KPHX,KPHL,1/31/2020
AAL2095,a0681c,KORD,KPHL,1/31/2020
ASH6045,abb5a5,KIAH,KPHL,1/31/2020
AAL629,a6c88e,KPHX,KPHL,1/31/2020
RPA4567,a06e71,KIAH,KPHL,1/31/2020
AAL1328,ab2ad8,KDFW,KPHL,1/31/2020
NKS484,a82a06,KDFW,KPHL,1/31/2020
AAL2006,aa1be0,KDTW,KPHL,1/31/2020
DAL1296,ad5271,KDTW,KPHL,1/31/2020
PDT4921,a8aa77,KDTW,KPHL,1/31/2020
AAL2825,a708b0,KORD,KPHL,1/31/2020
UAL664,abfbd0,KORD,KPHL,1/31/2020
AAL2608,aaf0c6,KORD,KPHL,1/31/2020
SKW3901,ab3d9a,KDTW,KPHL,1/31/2020
UPS61,a777b8,PANC,KSDF,12/31/2019
ASH5883,a25278,KDFW,KSDF,12/31/2019
UPS63,a7e310,PANC,KSDF,12/31/2019
LOF4691,ab8bb7,KORD,KSDF,1/1/2020
ENY4080,ac828f,KORD,KSDF,1/1/2020
ASH5992,acad7b,KDFW,KSDF,1/1/2020
UPS773,a582c8,KIAH,KSDF,1/1/2020
RPA3650,ada699,KIAH,KSDF,1/1/2020
UPS601,a420af,KORD,KSDF,1/1/2020
ASH5939,ad1d0e,KDFW,KSDF,1/1/2020
UPS751,a2daf0,KDFW,KSDF,1/1/2020
UPS765,a76683,KDFW,KSDF,1/1/2020
UPS609,a08bdd,KORD,KSDF,1/1/2020
UPS767,a3026f,KDFW,KSDF,1/1/2020
UPS613,a39b56,KORD,KSDF,1/1/2020
UPS849,a3a67b,KPHX,KSDF,1/1/2020
UPS793,a0c5ef,KDFW,KSDF,1/1/2020
UPS605,a06815,KORD,KSDF,1/1/2020
UPS2997,a77b6f,PANC,KSDF,1/1/2020
ENY4076,ace965,KORD,KSDF,1/1/2020
ASH5764,ac7e8e,KDFW,KSDF,1/1/2020
RPA3505,ada699,KIAH,KSDF,1/1/2020
SWA6236,a97020,KPHX,KSDF,1/1/2020
AWI3760,a5c725,KORD,KSDF,1/1/2020
AAL2622,aa2e6f,KLAX,KSDF,1/1/2020
ASH5927,ad3968,KDFW,KSDF,1/1/2020
ENY4087,a8b8b9,KORD,KSDF,1/1/2020
LOF4746,a0f7fb,KORD,KSDF,1/1/2020
ASH6253,ab3edd,KIAH,KSDF,1/1/2020
UPS111,a3aa32,PANC,KSDF,1/1/2020
ENY4086,ad071d,KORD,KSDF,1/1/2020
LOF4769,a146d5,KORD,KSDF,1/1/2020
ASH5883,ad3d1f,KDFW,KSDF,1/1/2020
UPS6099,a7ff6a,PANC,KSDF,1/1/2020
UPS83,a7e6c7,PANC,KSDF,1/1/2020
UPS6061,a7fbb3,PANC,KSDF,1/1/2020
UPS6063,a7df59,PANC,KSDF,1/1/2020
LOF4691,a34d63,KORD,KSDF,1/2/2020
ENY4080,a948a2,KORD,KSDF,1/2/2020
ASH5992,a23fe5,KDFW,KSDF,1/2/2020
UPS6077,a762cc,PANC,KSDF,1/2/2020
LOF4792,a146d6,KORD,KSDF,1/2/2020
RPA3650,a88836,KIAH,KSDF,1/2/2020
ASH5939,acc61e,KDFW,KSDF,1/2/2020
LOF4667,ab7a82,KORD,KSDF,1/2/2020
UPS9731,a0f735,KIAH,KSDF,1/2/2020
UPS2997,a782dd,PANC,KSDF,1/2/2020
UPS2851,a3376c,KPHX,KSDF,1/2/2020
UPS2771,a08826,KIAH,KSDF,1/2/2020
ASH5860,ad3968,KDFW,KSDF,1/2/2020
UPS2859,a40455,KPHX,KSDF,1/2/2020
AWI3874,a53d34,KORD,KSDF,1/2/2020
SKW3746,ac65ab,KDTW,KSDF,1/2/2020
UPS2751,a76df1,KDFW,KSDF,1/2/2020
UPS2775,a51770,KIAH,KSDF,1/2/2020
UPS2773,a3577d,KIAH,KSDF,1/2/2020
ENY4076,a8bf6e,KORD,KSDF,1/2/2020
ASH5764,ac9121,KDFW,KSDF,1/2/2020
UPS2855,a4281d,KPHX,KSDF,1/2/2020
UPS2769,a2c604,KDFW,KSDF,1/2/2020
RPA3505,abe2f6,KIAH,KSDF,1/2/2020
AWI3760,a58c32,KORD,KSDF,1/2/2020
ENY4087,aaf82c,KORD,KSDF,1/2/2020
AAL2622,aa0e62,KLAX,KSDF,1/2/2020
ASH5927,ad3968,KDFW,KSDF,1/2/2020
LOF4746,a146d6,KORD,KSDF,1/2/2020
ASH6253,abb5a3,KIAH,KSDF,1/2/2020
ENY3471,ac90a0,KORD,KSDF,1/2/2020
UPS61,a80e46,PANC,KSDF,1/3/2020
ENY4086,ab9271,KORD,KSDF,1/3/2020
LOF4691,a146fb,KORD,KSDF,1/3/2020
ASH5992,a390e3,KDFW,KSDF,1/3/2020
LOF4769,a032a2,KORD,KSDF,1/3/2020
LOF4792,a1471a,KORD,KSDF,1/3/2020
RPA5899,ac159a,KDTW,KSDF,1/3/2020
UPS855,a0e249,KPHX,KSDF,1/3/2020
UPS601,a348a1,KORD,KSDF,1/3/2020
ASH5939,ac9e9f,KDFW,KSDF,1/3/2020
RPA3650,abc2e5,KIAH,KSDF,1/3/2020
UPS751,a2c604,KDFW,KSDF,1/3/2020
LOF4667,a05a22,KORD,KSDF,1/3/2020
UPS1481,a2daf0,KDTW,KSDF,1/3/2020
UPS765,a76df1,KDFW,KSDF,1/3/2020
UPS903,a33b23,KLAX,KSDF,1/3/2020
UPS857,a06815,KPHX,KSDF,1/3/2020
UPS767,a2b371,KDFW,KSDF,1/3/2020
UPS793,a076f1,KDFW,KSDF,1/3/2020
UPS613,a3a67b,KORD,KSDF,1/3/2020
UPS771,a27abd,KIAH,KSDF,1/3/2020
UPS3773,a56ddc,KIAH,KSDF,1/3/2020
UPS605,a09702,KORD,KSDF,1/3/2020
UPS9753,a4fd6f,KDFW,KSDF,1/3/2020
UPS9721,a5adfe,KDFW,KSDF,1/3/2020
UPS2997,a757a7,PANC,KSDF,1/3/2020
UPS2855,a38dd8,KPHX,KSDF,1/3/2020
ASH5860,a385be,KDFW,KSDF,1/3/2020
AWI3874,a584c4,KORD,KSDF,1/3/2020
UPS2853,a42bd4,KPHX,KSDF,1/3/2020
UPS2859,a3778e,KPHX,KSDF,1/3/2020
UPS2751,a76df1,KDFW,KSDF,1/3/2020
SKW3746,ac4f84,KDTW,KSDF,1/3/2020
UPS2773,a129d9,KIAH,KSDF,1/3/2020
ENY4076,a8f5be,KORD,KSDF,1/3/2020
UPS5503,a40455,KLAX,KSDF,1/3/2020
UPS5509,a2d382,KDFW,KSDF,1/3/2020
ASH5764,acd935,KDFW,KSDF,1/3/2020
UPS2867,a109c8,KPHX,KSDF,1/3/2020
RPA3505,a8a490,KIAH,KSDF,1/3/2020
AWI3760,a564b3,KORD,KSDF,1/3/2020
ENY4087,a8e6e2,KORD,KSDF,1/3/2020
AAL2622,aa0e62,KLAX,KSDF,1/3/2020
ASH5927,ace0a3,KDFW,KSDF,1/3/2020
ASH6253,ac5312,KIAH,KSDF,1/3/2020
RPA5914,ac159a,KDTW,KSDF,1/3/2020
LOF4780,a1471a,KORD,KSDF,1/3/2020
ENY3471,a935e0,KORD,KSDF,1/3/2020
LOF4769,a05a49,KORD,KSDF,1/3/2020
UPS63,a75f15,PANC,KSDF,1/3/2020
UPS61,a7ff6a,PANC,KSDF,1/4/2020
LOF4691,a0a901,KORD,KSDF,1/4/2020
ENY4086,a8fd2c,KORD,KSDF,1/4/2020
ASH5992,ad046b,KDFW,KSDF,1/4/2020
RPA5899,abfb99,KDTW,KSDF,1/4/2020
UPS1485,a5ce0f,KPHX,KSDF,1/4/2020
RPA3650,a8847f,KIAH,KSDF,1/4/2020
UPS859,a06f83,KPHX,KSDF,1/4/2020
LOF4792,a0f886,KORD,KSDF,1/4/2020
ASH5883,ad1d0e,KDFW,KSDF,1/4/2020
LOF4667,ab96dc,KORD,KSDF,1/4/2020
UPS903,a3a67b,KLAX,KSDF,1/4/2020
UPS1481,a2f13a,KDTW,KSDF,1/4/2020
UPS857,a324d9,KPHX,KSDF,1/4/2020
UPS751,a30626,KDFW,KSDF,1/4/2020
ASH5939,acf946,KDFW,KSDF,1/4/2020
UPS613,a3ca43,KORD,KSDF,1/4/2020
UPS771,a420af,KIAH,KSDF,1/4/2020
UPS601,a36659,KORD,KSDF,1/4/2020
UPS765,a06815,KDFW,KSDF,1/4/2020
UPS605,a0733a,KORD,KSDF,1/4/2020
UPS2859,a260bc,KPHX,KSDF,1/4/2020
ASH5860,acbeb0,KDFW,KSDF,1/4/2020
AWI3874,a599b0,KORD,KSDF,1/4/2020
ENY4076,a897e4,KORD,KSDF,1/4/2020
ASH5764,acf50b,KDFW,KSDF,1/4/2020
RPA3505,abca53,KIAH,KSDF,1/4/2020
AWI3760,a55d45,KORD,KSDF,1/4/2020
AAL2622,ab2372,KLAX,KSDF,1/4/2020
SKW3536,a51eb3,KDTW,KSDF,1/4/2020
ENY4087,a8bc13,KORD,KSDF,1/4/2020
ASH5927,ad40d6,KDFW,KSDF,1/4/2020
ASH6253,ab3edd,KIAH,KSDF,1/4/2020
LOF4769,a05a22,KORD,KSDF,1/4/2020
ENY3471,a7f631,KORD,KSDF,1/4/2020
ASH5883,ace0a3,KDFW,KSDF,1/4/2020
LOF4691,a3c39a,KORD,KSDF,1/5/2020
UPS2785,a27abd,KDFW,KSDF,1/5/2020
UPS2997,a757a7,PANC,KSDF,1/5/2020
ASH5992,a23c2e,KDFW,KSDF,1/5/2020
ENY4086,a8b8b9,KORD,KSDF,1/5/2020
LOF4686,a11fc6,KORD,KSDF,1/5/2020
RPA3650,a895b4,KIAH,KSDF,1/5/2020
RPA5899,abd063,KDTW,KSDF,1/5/2020
ASH5939,acc267,KDFW,KSDF,1/5/2020
UPS61,a7df59,PANC,KSDF,1/5/2020
UPS63,a80e46,PANC,KSDF,1/5/2020
UPS865,a42466,KPHX,KSDF,1/5/2020
UPS859,a30d94,KPHX,KSDF,1/5/2020
UPS853,a076f1,KPHX,KSDF,1/5/2020
UPS763,a2be96,KDFW,KSDF,1/5/2020
ASH5860,a24b0a,KDFW,KSDF,1/5/2020
AWI3874,a506d9,KORD,KSDF,1/5/2020
UPS765,a129d9,KDFW,KSDF,1/5/2020
SKW3746,a7d0c3,KDTW,KSDF,1/5/2020
ENY4076,a897e4,KORD,KSDF,1/5/2020
UPS769,a2d382,KDFW,KSDF,1/5/2020
ASH5764,ad4bfb,KDFW,KSDF,1/5/2020
RPA3505,a88836,KIAH,KSDF,1/5/2020
SWA4752,abc49b,KPHX,KSDF,1/5/2020
AWI3760,a52e58,KORD,KSDF,1/5/2020
ENY4087,a9250d,KORD,KSDF,1/5/2020
AAL2622,ab3c15,KLAX,KSDF,1/5/2020
ASH5927,acb8a0,KDFW,KSDF,1/5/2020
ASH6253,ac2bfd,KIAH,KSDF,1/5/2020
LOF4746,a0f886,KORD,KSDF,1/5/2020
RPA5914,ac159a,KDTW,KSDF,1/5/2020
ENY3471,acdbe7,KORD,KSDF,1/5/2020
ASH5883,ac8d6a,KDFW,KSDF,1/5/2020
ENY4086,a8fd2c,KORD,KSDF,1/6/2020
ASH5992,ad046b,KDFW,KSDF,1/6/2020
RPA5899,ac159a,KDTW,KSDF,1/6/2020
LOF4769,ab9325,KORD,KSDF,1/6/2020
ASH5939,ad3968,KDFW,KSDF,1/6/2020
LOF4691,a05a22,KORD,KSDF,1/6/2020
LOF4667,a0a902,KORD,KSDF,1/6/2020
UPS2861,a2b371,KPHX,KSDF,1/6/2020
RPA3650,a895b4,KIAH,KSDF,1/6/2020
ASH5860,ac8287,KDFW,KSDF,1/6/2020
SKW3746,ac2554,KDTW,KSDF,1/6/2020
LOF4620,ab8f6e,KORD,KSDF,1/6/2020
ENY4076,ace965,KORD,KSDF,1/6/2020
ASH5764,a24ec1,KDFW,KSDF,1/6/2020
ASQ4088,a806e0,KIAH,KSDF,1/6/2020
AWI3760,a555d7,KORD,KSDF,1/6/2020
ENY4087,a8bf6e,KORD,KSDF,1/6/2020
AAL2622,ab0361,KLAX,KSDF,1/6/2020
SKW3964,ab161b,KDTW,KSDF,1/6/2020
ASH5927,a234c0,KDFW,KSDF,1/6/2020
ASH6253,acf344,KIAH,KSDF,1/6/2020
LOF4746,a0a901,KORD,KSDF,1/6/2020
RPA6127,ab0463,KDTW,KSDF,1/6/2020
RPA3499,a8795a,KORD,KSDF,1/6/2020
ENY3471,a8ec14,KORD,KSDF,1/6/2020
ASH5883,a390e3,KDFW,KSDF,1/6/2020
UPS61,a762cc,PANC,KSDF,1/7/2020
LOF4691,a032a2,KORD,KSDF,1/7/2020
ASH5992,a24ec1,KDFW,KSDF,1/7/2020
UPS63,a7fbb3,PANC,KSDF,1/7/2020
ENY4086,ad159b,KORD,KSDF,1/7/2020
LOF4792,a032cb,KORD,KSDF,1/7/2020
RPA5899,ab0463,KDTW,KSDF,1/7/2020
UPS855,a0d36d,KPHX,KSDF,1/7/2020
UPS601,a2734f,KORD,KSDF,1/7/2020
ASH5939,acd935,KDFW,KSDF,1/7/2020
UPS1481,a2c604,KDTW,KSDF,1/7/2020
UPS751,a2f13a,KDFW,KSDF,1/7/2020
UPS903,a3b1a0,KLAX,KSDF,1/7/2020
LOF4667,a23675,KORD,KSDF,1/7/2020
UPS857,a3f579,KPHX,KSDF,1/7/2020
UPS767,a1226b,KDFW,KSDF,1/7/2020
UPS771,a2afba,KIAH,KSDF,1/7/2020
UPS613,a3f930,KORD,KSDF,1/7/2020
UPS793,a07d01,KDFW,KSDF,1/7/2020
UPS3755,a51770,KDFW,KSDF,1/7/2020
UPS605,a0c5ef,KORD,KSDF,1/7/2020
RPA3650,a8847f,KIAH,KSDF,1/7/2020
UPS9721,a56ddc,KDFW,KSDF,1/7/2020
UPS2997,a8180d,PANC,KSDF,1/7/2020
UPS2855,a3e69d,KPHX,KSDF,1/7/2020
UPS2859,a3ade9,KPHX,KSDF,1/7/2020
UPS2783,a2b728,KDFW,KSDF,1/7/2020
SKW3746,ac9723,KDTW,KSDF,1/7/2020
UPS2771,a0abee,KIAH,KSDF,1/7/2020
UPS2773,a348a1,KIAH,KSDF,1/7/2020
UPS5501,a0d724,KORD,KSDF,1/7/2020
UPS2853,a0645e,KPHX,KSDF,1/7/2020
ENY4076,a80156,KORD,KSDF,1/7/2020
UPS2751,a77b6f,KDFW,KSDF,1/7/2020
UPS2851,a5867f,KPHX,KSDF,1/7/2020
UPS2785,a2ed83,KDFW,KSDF,1/7/2020
LOF4620,a032cb,KORD,KSDF,1/7/2020
ASQ4088,a80329,KIAH,KSDF,1/7/2020
SKW3536,a70e7a,KDTW,KSDF,1/7/2020
AWI3760,a4ca6e,KORD,KSDF,1/7/2020
ENY4102,a8bc13,KORD,KSDF,1/7/2020
ASH5927,acee21,KDFW,KSDF,1/7/2020
ASH6253,ac2bb6,KIAH,KSDF,1/7/2020
LOF4746,a05a49,KORD,KSDF,1/7/2020
RPA6127,ac159a,KDTW,KSDF,1/7/2020
RPA3499,aa0ec7,KORD,KSDF,1/7/2020
ENY4086,a80c7b,KORD,KSDF,1/7/2020
SKW2992,a7df23,KORD,KSDF,1/7/2020
UPS63,a806d8,PANC,KSDF,1/8/2020
UPS61,a7f445,PANC,KSDF,1/8/2020
RPA3650,a871ec,KIAH,KSDF,1/8/2020
RPA5899,ac159a,KDTW,KSDF,1/8/2020
ASH5992,ac7e8e,KDFW,KSDF,1/8/2020
LOF4691,ab6f5d,KORD,KSDF,1/8/2020
UPS1485,a4cc29,KPHX,KSDF,1/8/2020
UPS855,a0e9b7,KPHX,KSDF,1/8/2020
LOF4792,a032a2,KORD,KSDF,1/8/2020
ASH5939,ad1d0e,KDFW,KSDF,1/8/2020
UPS751,a27abd,KDFW,KSDF,1/8/2020
UPS765,a26be1,KDFW,KSDF,1/8/2020
LOF4667,a0a901,KORD,KSDF,1/8/2020
UPS903,a3577d,KLAX,KSDF,1/8/2020
UPS1481,a2b371,KDTW,KSDF,1/8/2020
UPS855,a0abee,KPHX,KSDF,1/8/2020
SKW2991,a7df23,KORD,KSDF,1/8/2020
UPS793,a0baca,KDFW,KSDF,1/8/2020
UPS771,a2afba,KIAH,KSDF,1/8/2020
UPS613,a33eda,KORD,KSDF,1/8/2020
UPS605,a0ed6e,KORD,KSDF,1/8/2020
UPS9753,a573ec,KDFW,KSDF,1/8/2020
UPS9721,a5adfe,KDFW,KSDF,1/8/2020
UPS2997,a7fbb3,PANC,KSDF,1/8/2020
UPS9719,a51002,KIAH,KSDF,1/8/2020
UPS2855,a40e1c,KPHX,KSDF,1/8/2020
UPS2771,a0be81,KIAH,KSDF,1/8/2020
UPS2859,a42f8b,KPHX,KSDF,1/8/2020
UPS2751,a2c9bb,KDFW,KSDF,1/8/2020
SKW3746,a59ef7,KDTW,KSDF,1/8/2020
UPS5501,a0b713,KORD,KSDF,1/8/2020
LOF4620,a032a2,KORD,KSDF,1/8/2020
ENY4076,a897e4,KORD,KSDF,1/8/2020
UPS2773,a3ee0b,KIAH,KSDF,1/8/2020
UPS2785,a2c604,KDFW,KSDF,1/8/2020
UPS2863,a076f1,KPHX,KSDF,1/8/2020
UPS5509,a0733a,KDFW,KSDF,1/8/2020
ASQ4088,a7f096,KIAH,KSDF,1/8/2020
SKW3536,ac685d,KDTW,KSDF,1/8/2020
ENY4102,ace965,KORD,KSDF,1/8/2020
AAL2622,ab4af1,KLAX,KSDF,1/8/2020
ASH5927,acd143,KDFW,KSDF,1/8/2020
ASH6253,ac2bb7,KIAH,KSDF,1/8/2020
LOF4746,a05a6b,KORD,KSDF,1/8/2020
AWI3760,a52aa1,KORD,KSDF,1/8/2020
RPA6127,abff50,KDTW,KSDF,1/8/2020
ENY4086,a8bf6e,KORD,KSDF,1/8/2020
RPA3499,a8a0d9,KORD,KSDF,1/8/2020
ASH5875,acb8a0,KDFW,KSDF,1/8/2020
SKW2992,aa6e58,KORD,KSDF,1/8/2020
UPS63,a76a3a,PANC,KSDF,1/9/2020
RPA3650,a88836,KIAH,KSDF,1/9/2020
ASH5992,ad35b1,KDFW,KSDF,1/9/2020
RPA5899,abff50,KDTW,KSDF,1/9/2020
UPS855,a05939,KPHX,KSDF,1/9/2020
LOF4792,ab6f5d,KORD,KSDF,1/9/2020
UPS751,a26473,KDFW,KSDF,1/9/2020
LOF4691,a081c4,KORD,KSDF,1/9/2020
UPS1485,a4b996,KPHX,KSDF,1/9/2020
ASH5939,ac7ad7,KDFW,KSDF,1/9/2020
LOF4667,a3c39a,KORD,KSDF,1/9/2020
UPS765,a2be96,KDFW,KSDF,1/9/2020
UPS1481,a2daf0,KDTW,KSDF,1/9/2020
UPS903,a4d5f0,KLAX,KSDF,1/9/2020
UPS857,a1226b,KPHX,KSDF,1/9/2020
UPS767,a2e9cc,KDFW,KSDF,1/9/2020
SKW2991,aa80eb,KORD,KSDF,1/9/2020
UPS793,a0a837,KDFW,KSDF,1/9/2020
UPS771,a2c9bb,KIAH,KSDF,1/9/2020
UPS601,a4009e,KORD,KSDF,1/9/2020
UPS613,a3866a,KORD,KSDF,1/9/2020
UPS61,a75039,PANC,KSDF,1/9/2020
UPS2855,a37b45,KPHX,KSDF,1/9/2020
ASH5860,a2439c,KDFW,KSDF,1/9/2020
SKW3746,ac4816,KDTW,KSDF,1/9/2020
UPS2859,a3376c,KPHX,KSDF,1/9/2020
UPS2751,a26be1,KDFW,KSDF,1/9/2020
UPS2771,a2f13a,KIAH,KSDF,1/9/2020
LOF4620,a23675,KORD,KSDF,1/9/2020
UPS5501,a0e9b7,KORD,KSDF,1/9/2020
ENY4076,a9250d,KORD,KSDF,1/9/2020
UPS2785,a8180d,KDFW,KSDF,1/9/2020
UPS2773,a4281d,KIAH,KSDF,1/9/2020
UPS5509,a09e70,KDFW,KSDF,1/9/2020
ASQ4088,a80329,KIAH,KSDF,1/9/2020
SKW3536,ab3275,KDTW,KSDF,1/9/2020
AWI3760,a4f5a4,KORD,KSDF,1/9/2020
ENY4102,a8d2a8,KORD,KSDF,1/9/2020
AAL2622,aa5d60,KLAX,KSDF,1/9/2020
ASH5793,ace6b3,KDFW,KSDF,1/9/2020
ASH6253,ac04be,KIAH,KSDF,1/9/2020
LOF4746,ab9325,KORD,KSDF,1/9/2020
RPA6127,a19691,KDTW,KSDF,1/9/2020
ENY4086,a897e4,KORD,KSDF,1/9/2020
AAL1936,ab0971,KDFW,KSDF,1/9/2020
