callsign,,icao24,origin,destination,firstseen
QXE2299,,a50481,KSEA,6OR0,2/23/2020
ASQ4320,,a041a9,KIAH,XA32,2/23/2020
ASA21,,a2d573,KORD,KSEA,2/23/2020
DAL1611,,a438b0,KDTW,KMSP,2/23/2020
ACA557,,c04660,KLAX,CYVR,2/23/2020
UAL1902,,a3a084,KIAH,MGGT,2/23/2020
ASH6071,,abdd00,KIAH,KMSP,2/23/2020
AAL686,,a695ea,KPHX,KSFO,2/23/2020
SKW3814,,ab59f4,KDTW,KOMA,2/23/2020
DAL1699,,ade548,KDTW,,2/23/2020
ASH6057,,abb534,KIAH,KMKE,2/23/2020
AWI4842,,a5810d,KORD,KLNK,2/23/2020
SWA5649,,ac7c52,KLAX,KU42,2/23/2020
ASA1422,,a2ce05,KSEA,KBNA,2/23/2020
SOO276,,aa7974,PANC,KCVG,2/23/2020
RPA6087,,a1d811,KDTW,7PS7,2/23/2020
SKW5061,,a2479f,KORD,,2/23/2020
ASQ4068,,a041a5,KIAH,,2/23/2020
ASH6368,,aaf007,KIAH,KONT,2/23/2020
SKW4239,,a584e2,KDTW,NK72,2/23/2020
LOF4603,,a0a923,KORD,2IL3,2/23/2020
ASA700,,a7687b,KSEA,KIAH,2/23/2020
SKW5650,,a05910,KIAH,KOKC,2/23/2020
SKW4220,,ac2554,KDTW,KPSB,2/23/2020
DLH453,,3c6504,KLAX,EDDM,2/23/2020
LOF4665,,a11fc6,KORD,MO88,2/23/2020
DAL1527,,a37b48,KDTW,KBUF,2/23/2020
ASA93,,a6504b,KSEA,PANC,2/23/2020
DAL2362,,ac671b,KDTW,KPIE,2/23/2020
ASA26,,a1c868,KSEA,KORD,2/23/2020
SKW3531,,ab68d0,KDTW,2NY7,2/23/2020
UAL1094,,aa7426,KIAH,KOMA,2/23/2020
ASQ4219,,a1076a,KORD,CYYZ,2/23/2020
AAL2490,,abedc8,KPHX,KSNA,2/23/2020
SKW3569,,ab7b63,KDTW,VA44,2/23/2020
UAL1170,,a46d26,KLAX,,2/23/2020
UAL411,,a4943e,KORD,KLAX,2/23/2020
UAL1808,,a239e0,KIAH,,2/23/2020
UAL532,,a5b1a8,KORD,,2/23/2020
ASH6207,,ac5310,KIAH,KSLC,2/23/2020
SKW4260,,ada58c,KDTW,11NY,2/23/2020
SKW4074,,ac60ef,KDTW,KIAD,2/23/2020
SWA2963,,ab5f43,KPHX,KDAL,2/23/2020
UAL483,,a94b0a,KORD,KPHX,2/23/2020
ASQ4447,,a09f14,KIAH,FL17,2/23/2020
DAL1940,,ac508b,KDTW,KSYR,2/23/2020
AAL248,,acb9ed,KLAX,KLAS,2/23/2020
SKW5049,,abb645,KORD,KFWA,2/23/2020
UAL1105,,aa7e74,KIAH,KBKL,2/23/2020
ASH6088,,ac2bd9,KIAH,TX05,2/23/2020
UAL1742,,a94b6b,KORD,KSFO,2/23/2020
NKS117,,a93ac8,KDTW,KORL,2/23/2020
SWA3792,,aaa1bb,KLAX,KHOU,2/23/2020
UAL429,,a43ea6,KIAH,,2/23/2020
AAL1247,,ad15cf,KORD,KEWR,2/23/2020
ASQ4333,,a0b88e,KIAH,1MU0,2/23/2020
DAL2530,,ab400f,KDTW,KBWI,2/23/2020
AAL1241,,ad1d3d,KDFW,KSEA,2/23/2020
DAL1957,,ac8985,KSEA,PANC,2/23/2020
AAL2851,,aa0aab,KLAX,KOMA,2/23/2020
EDV5121,,ac5033,KDTW,KDAY,2/23/2020
UAL2157,,a39fb7,KIAH,KSNA,2/23/2020
ASH6291,,abb537,KIAH,KORF,2/23/2020
UAL1250,,a445f0,KORD,,2/23/2020
ASH5885,,ad40d6,KPHX,KFAT,2/23/2020
ASA428,,ab6cc9,KSEA,KLAX,2/23/2020
RPA3712,,a85d00,KIAH,KCVG,2/23/2020
CPZ5711,,a7e541,KLAX,KSAN,2/23/2020
ASA649,,a51968,KPHX,KSEA,2/23/2020
EDV4771,,a08317,KDTW,0NC1,2/23/2020
AWI3829,,a4da2b,KORD,4MI4,2/23/2020
ASA496,,a697db,KSEA,KSAT,2/23/2020
SWA2642,,abeb9f,KLAX,KBWI,2/23/2020
AAL354,,a0d19e,KLAX,KDFW,2/23/2020
UAL599,,aa2bc5,KORD,KLAS,2/23/2020
ASH6193,,abdc92,KIAH,,2/23/2020
NKS1168,,acd1f3,KPHX,KORD,2/23/2020
DAL94,,ab4b34,KDTW,KATL,2/23/2020
UAL2204,,aa9b82,KORD,KBKL,2/23/2020
QXE2314,,a8881e,KSEA,CYVR,2/23/2020
ASH6160,,ac5312,KIAH,KGYH,2/23/2020
DAL1381,,a6e4e4,KLAX,,2/23/2020
UAL651,,a923cf,KORD,KSAN,2/23/2020
RPA3470,,a9ad36,KIAH,KMCI,2/23/2020
AAL416,,ad24ab,KIAH,KLAX,2/23/2020
ASA103,,a5fef4,KSEA,,2/23/2020
UAL2046,,ab19fb,KORD,KSFF,2/23/2020
ENY3698,,a22b28,KDFW,,2/23/2020
UAL1955,,abb089,KIAH,KDCA,2/23/2020
UAL782,,a4c0f7,KORD,KDFW,2/23/2020
ASH6245,,abdcfd,KIAH,KCLT,2/23/2020
DAL1282,,a448ba,KSEA,KLAX,2/23/2020
GJS4571,,a6d27b,KORD,,2/23/2020
UAL2281,,ab128d,KORD,KMIA,2/23/2020
UAL571,,a47809,KIAH,KTUL,2/23/2020
ASQ4017,,a05ab3,KIAH,,2/23/2020
SKW3496,,a163c2,KSEA,,2/23/2020
AMX643,,0d0771,KLAX,,2/23/2020
ASQ4024,,a05a48,KIAH,KSTL,2/23/2020
UAL2260,,a58de0,KIAH,KRSW,2/23/2020
ASH6191,,ac0417,KIAH,,2/23/2020
UAL2431,,aa5691,KORD,,2/23/2020
SKW5045,,accaf4,KORD,KMBS,2/23/2020
SWA3208,,a4c135,KPHX,,2/23/2020
ASA1146,,ab97ff,KSEA,KAUS,2/23/2020
ASH6112,,ac03f2,KIAH,KDTW,2/23/2020
ASH6209,,abdc76,KIAH,,2/23/2020
SWA2745,,aa922b,KLAX,KOAK,2/23/2020
ASQ4201,,a1cef6,KIAH,,2/23/2020
UAL2440,,a52c4f,KSEA,KSFO,2/23/2020
UAL1776,,ac5d61,KIAH,KPHL,2/23/2020
AWI3850,,a4df5a,KORD,,2/23/2020
FDX5012,,abc1da,PANC,,2/23/2020
UAL815,,a5adf1,KORD,K8C4,2/23/2020
UAL1842,,a46d4e,KIAH,KLAX,2/23/2020
UAL2076,,a43ee5,KIAH,60CO,2/23/2020
RPA3450,,aa1635,KORD,KCMH,2/23/2020
SWA4591,,aa0e1c,KPHX,KSNA,2/23/2020
UAL1867,,a39bfa,KIAH,KEWR,2/23/2020
ASH6312,,ac049e,KIAH,,2/23/2020
SWA4865,,acb664,KPHX,KVUO,2/23/2020
ASH6235,,abdcb5,KIAH,,2/23/2020
UAL1126,,a3a086,KORD,KIAH,2/23/2020
NKS567,,acb599,KDTW,KATL,2/23/2020
RPA3633,,a846b6,KORD,AL72,2/23/2020
RPA3562,,a860b7,KIAH,20II,2/23/2020
AAL1058,,ac77d3,KLAX,KBNA,2/23/2020
QFA8,,7c4923,KDFW,YSSY,2/23/2020
UAL1844,,a94b02,KIAH,KSFO,2/23/2020
ASQ4152,,a07792,KIAH,AL72,2/23/2020
UAL269,,a76f46,KORD,60CO,2/23/2020
AAL421,,a8b805,KPHX,NV55,2/23/2020
DAL2044,,a35012,KDTW,KDCA,2/23/2020
GJS4547,,a6f28c,KORD,KSTL,2/23/2020
ASH6349,,ac2bd4,KIAH,,2/23/2020
UAL437,,ac4e85,KIAH,KDEN,2/23/2020
ASH5887,,acd143,KPHX,KAVQ,2/23/2020
ASA831,,a668ee,KSEA,,2/23/2020
SWA4309,,aa6c57,KPHX,NV55,2/23/2020
UAL1401,,a445ee,KIAH,7PS7,2/23/2020
SKW3534,,ab53e4,KDTW,KORF,2/23/2020
AAL1095,,a0fea6,KLAX,KSFO,2/23/2020
ANZ29,,c8187f,KIAH,NZAA,2/23/2020
NKS1906,,a8a43a,KIAH,KDTW,2/23/2020
SKW5623,,ac7712,KLAX,KMRY,2/23/2020
ASA95,,a6ee47,KSEA,PANC,2/23/2020
UAL515,,ac1988,KORD,KSMF,2/23/2020
ASH6294,,abdc91,KIAH,,2/23/2020
AAL2785,,a33327,KLAX,,2/23/2020
ATN3717,,a47cd1,KPHX,KTPA,2/23/2020
UAL530,,a44611,KIAH,KSAT,2/23/2020
AWI3888,,a526ea,KORD,,2/23/2020
SKW5909,,a5aa1c,KLAX,KBOI,2/23/2020
DAL1280,,a4350c,KDTW,KPVD,2/23/2020
UAL741,,a43e7f,KIAH,KBWI,2/23/2020
SWA4027,,abb245,KLAX,KSJC,2/23/2020
SKW3258,,aa3bf0,KLAX,KPHX,2/23/2020
NKS500,,ac77d0,KIAH,KORD,2/23/2020
ENY3532,,a948a2,KORD,2KS6,2/23/2020
SKW3212,,a7df23,KORD,KBNA,2/23/2020
ENY3485,,a2d2eb,KORD,KCMH,2/23/2020
UAL5,,aa6bc0,KIAH,EGLL,2/23/2020
AAL285,,a05776,KLAX,,2/23/2020
VOI299,,0d0b91,KDFW,,2/23/2020
CPZ6073,,a1be72,KLAX,KSAN,2/23/2020
UAL1709,,a9dce9,KORD,KMSN,2/23/2020
AFR377,,3949f4,KDTW,LFPG,2/23/2020
ASA788,,a2c43e,KSEA,,2/23/2020
AAL1271,,ab34a7,KIAH,KDFW,2/23/2020
EIN124,,4ca068,KORD,EIDW,2/23/2020
AAL1814,,a1978f,KDFW,KPHL,2/23/2020
SKW3490,,a12d67,KSEA,KFAT,2/23/2020
UAL101,,a2cb33,KIAH,YSSY,2/23/2020
SKW3077,,aa2a7f,KORD,KPWA,2/23/2020
UAL1780,,a5c694,KIAH,CYYC,2/23/2020
CPA3283,,780a3e,PANC,VHHH,2/23/2020
ASA1170,,ab9091,KLAX,KLAS,2/23/2020
AAL1422,,aa7288,KDFW,,2/23/2020
CPA3181,,780a29,KORD,PANC,2/23/2020
ASQ4423,,a090e7,KIAH,TS87,2/23/2020
SKW3018,,a98515,KPHX,,2/23/2020
NKS734,,a82298,KDFW,KDTW,2/23/2020
ASA1756,,aba324,KSEA,KSFO,2/23/2020
AAL1406,,ad0d35,KDFW,KSAT,2/23/2020
AAL2097,,ac9ff2,KORD,KPHX,2/23/2020
ENY3797,,a1e23a,KORD,,2/23/2020
SKW5118,,ad906f,KLAX,,2/23/2020
SKW3215,,a99b5f,KORD,,2/23/2020
AAL2628,,ad8b20,KDFW,KOMA,2/23/2020
ENY3337,,a26793,KORD,KOMA,2/23/2020
AAL78,,aa6ccb,KDFW,EGLL,2/23/2020
SKW3126,,abda0d,KORD,OI45,2/23/2020
BAW48Q,,4005c1,KSEA,EGLL,2/23/2020
ASH5821,,ac8287,KDFW,,2/23/2020
NKS968,,a7f3ab,KORD,KBWI,2/23/2020
ASH5842,,ad20c5,KDFW,KMLI,2/23/2020
AAL1012,,ad4c2a,KORD,KSAT,2/23/2020
SKW5143,,abf667,KORD,,2/23/2020
SKW5389,,a04b92,KPHX,KLAX,2/23/2020
UAL1242,,a837a3,KIAH,KDFW,2/23/2020
QXE2636,,a57eb5,KSEA,KPDX,2/23/2020
AAL2707,,adda24,KDFW,KAUS,2/23/2020
ENY3626,,acd0c2,KORD,09MO,2/23/2020
ENY3915,,a20c44,KORD,KABQ,2/23/2020
SKV7690,,c02e94,KORD,CYYZ,2/23/2020
SKW3238,,aa2e36,KLAX,KABQ,2/23/2020
SWA3318,,a968c6,KPHX,KRIR,2/23/2020
ASQ4109,,a60c7a,KIAH,,2/23/2020
ASA646,,a61b4e,KSEA,KPHX,2/23/2020
ENY3438,,a258b7,KDFW,KBOI,2/23/2020
AAL1133,,acf849,KDFW,VA95,2/23/2020
ATN3808,,a3520e,KSEA,KRIR,2/23/2020
AAL2228,,ad6758,KORD,KE95,2/23/2020
AAL1294,,ada6ed,KDFW,KORD,2/23/2020
ENY4217,,a8df74,KORD,,2/23/2020
ENY3465,,a28036,KDFW,,2/23/2020
AAL1758,,a336e3,KDFW,,2/23/2020
ASA738,,a35975,KSEA,KMCI,2/23/2020
ASH5939,,acbeb0,KDFW,KSDF,2/23/2020
ENY4204,,a8bc13,KDFW,,2/23/2020
AAL1582,,ab4ea8,KORD,KMCI,2/23/2020
ASA1012,,a83988,KSEA,KMSP,2/23/2020
NKS295,,a67538,KORD,KIAH,2/23/2020
BAW280,,40073e,KLAX,EGLL,2/23/2020
SKW3155,,aa51fe,KORD,KDTW,2/23/2020
ASH5869,,a390e3,KDFW,,2/23/2020
AAL357,,acce3f,KORD,KLGA,2/23/2020
SWA4847,,aaadb2,KPHX,KU42,2/23/2020
CPZ6052,,a1cd4e,KSEA,KLAX,2/23/2020
NKS903,,a6b911,KORD,KDFW,2/23/2020
NKS313,,a87cbb,KDTW,KDFW,2/23/2020
AAL2251,,a3d4ed,KDFW,KBWI,2/23/2020
SWA3088,,aaa4be,KPHX,CO12,2/23/2020
UAL1932,,a05ddc,KORD,KMCI,2/23/2020
ENY3542,,a2d6a2,KDFW,69OK,2/23/2020
AAL2587,,ac97e4,KDFW,KORF,2/23/2020
ASH6300,,abdcdc,KDTW,KIAH,2/23/2020
SKW3415,,a1878a,KLAX,KSJC,2/23/2020
FDX167,,abed10,PANC,,2/23/2020
JBU2107,,a6a3c2,KSEA,KLGB,2/23/2020
ENY3530,,a8ec14,KORD,KCMY,2/23/2020
AAL1010,,ac7a33,KDFW,KSTL,2/23/2020
CPZ6016,,a1d873,KLAX,KSAT,2/23/2020
SWA5614,,a2ded8,KPHX,KSFO,2/23/2020
ENY3448,,a234ef,KDFW,,2/23/2020
AAL667,,aa35e1,KPHX,KMKE,2/23/2020
UAL518,,a94b0b,KORD,KPDX,2/23/2020
AAL2694,,ac90a8,KDFW,KIAH,2/23/2020
AAL205,,a04edb,KLAX,,2/23/2020
ASH5906,,ad4fb2,KDFW,,2/23/2020
ENY3588,,ab6384,KDFW,KSWO,2/23/2020
SKW2950,,a959df,KORD,,2/23/2020
AAL1155,,acfd2c,KDFW,KRDU,2/23/2020
QXE2030,,a871d4,KSEA,KLAS,2/23/2020
AAL245,,ace96c,KORD,KLAX,2/23/2020
AAL845,,a12625,KORD,KCLT,2/23/2020
AAL2697,,ad9811,KDFW,KLAX,2/23/2020
JIA5090,,a73348,KDFW,KDAY,2/23/2020
SWA4264,,aaa2b0,KLAX,KAVQ,2/23/2020
ASH5713,,ac9121,KPHX,,2/23/2020
CPZ5718,,a81077,KPHX,KLAX,2/23/2020
FDX3034,,a75659,KSEA,KLAX,2/23/2020
AAL1455,,a09533,KDFW,,2/23/2020
ENY3855,,a7f631,KORD,K8C4,2/23/2020
ENY4071,,a2a1a5,KDFW,,2/23/2020
UAL1488,,aaf9ea,KIAH,KAUS,2/23/2020
SWA5666,,a737c7,KPHX,KSMF,2/23/2020
AAL2417,,ad185a,KDFW,,2/23/2020
ASH5789,,ad1d0e,KDFW,KECP,2/23/2020
ASA69,,a6f5b5,KSEA,,2/23/2020
AAL2267,,acc95c,KDFW,KMCI,2/23/2020
AAL2381,,a3244a,KORD,KMSP,2/23/2020
SWA4858,,aa60e5,KPHX,KLAS,2/23/2020
NKS326,,a8c44b,KLAX,KIAH,2/23/2020
ENY3875,,aba14d,KDFW,KCRP,2/23/2020
AAL2711,,ad14a3,KDFW,KEYE,2/23/2020
AAL2776,,acdf9a,KLAX,KORD,2/23/2020
AAL1208,,aa59a5,KPHX,KABQ,2/23/2020
ASH5976,,ad5720,KDFW,AL72,2/23/2020
ENY3348,,a8e6e2,KORD,KC27,2/23/2020
AAL1371,,ac86af,KDFW,,2/23/2020
ENY4110,,a8f207,KORD,2IL3,2/23/2020
NKS955,,a6c436,KLAX,KOAK,2/23/2020
SKW3191,,aa295d,KDFW,,2/23/2020
AAL1446,,ac8583,KDFW,KTUL,2/23/2020
AAL1387,,a19343,KORD,60CO,2/23/2020
AAL41,,ac7b8a,KORD,KDFW,2/23/2020
SWA5223,,aab1d2,KPHX,KMDW,2/23/2020
SKW5924,,a10231,KLAX,KSAT,2/23/2020
ASH5974,,ad046b,KDFW,,2/23/2020
AAL577,,add66d,KDFW,KDEN,2/23/2020
NKS845,,a8cf70,KDTW,KFLL,2/23/2020
ENY4057,,ab9d96,KDFW,2MO1,2/23/2020
ASH5830,,ac7e8e,KDFW,KHOU,2/23/2020
ASA1793,,a86717,KLAX,KSEA,2/23/2020
SKW3168,,a9c2de,KDFW,,2/23/2020
AAL2806,,ac5920,KDFW,KMSP,2/23/2020
AAL2093,,a7302f,KDFW,KPHL,2/23/2020
AAL2465,,ad7760,KORD,KLAS,2/23/2020
AAL1632,,a11b00,KDFW,KPHX,2/23/2020
SKW3112,,acdc5a,KORD,,2/23/2020
AAL1305,,acfc00,KDFW,,2/23/2020
ENY3735,,acdbe7,KORD,MI84,2/23/2020
ENY3802,,a25c6e,KDFW,6NA2,2/23/2020
AAL2222,,a35aae,KDFW,KDCA,2/23/2020
AAL1073,,ada16a,KORD,KSTL,2/23/2020
AAL186,,aa55ee,KPHX,,2/23/2020
DAL1729,,a44548,KLAX,KLAS,2/23/2020
AAL945,,ab0969,KDFW,,2/23/2020
ASH5806,,ad2833,KDFW,,2/23/2020
ASA1791,,ace175,KLAX,KPDX,2/23/2020
AWI4810,,a5196c,KORD,,2/23/2020
AAL1774,,ad574f,KDFW,KCLT,2/23/2020
CAO1029,,780c5d,PANC,KJFK,2/23/2020
SKW3116,,ac17d6,KORD,KCHO,2/23/2020
AAL712,,ab525f,KLAX,KSEA,2/23/2020
VIV515,,0d0963,KLAX,,2/23/2020
JIA5531,,a70bc9,KDFW,,2/23/2020
SWA4204,,aa7d3f,KPHX,KLAX,2/23/2020
AAL348,,adc2a7,KDFW,KSNA,2/23/2020
AAL1543,,ade8fa,KORD,KSAN,2/23/2020
ENY3966,,ab9271,KDFW,,2/23/2020
CPZ6068,,a1dc2a,KLAX,KOKC,2/23/2020
SKW4060,,a25cdc,KLAX,KBOI,2/23/2020
SWA2043,,aa9f3f,KPHX,KOAK,2/23/2020
AAL2749,,ad4eb5,KDFW,KATL,2/23/2020
ENY3551,,a2c56d,KDFW,,2/23/2020
NKS816,,a8754d,KLAX,KMCI,2/23/2020
UAL617,,a24ce0,KORD,KSYR,2/23/2020
LOF4667,,a3c39a,KORD,KSDF,2/23/2020
AAL2256,,a0ade2,KDFW,KSPG,2/23/2020
AAL568,,a8d206,KPHX,,2/23/2020
AAL1458,,adca15,KDFW,KOKC,2/23/2020
CPZ5733,,a7fa2d,KLAX,KSFF,2/23/2020
ASH5841,,ad4bfb,KDFW,,2/23/2020
NAX98W,,47c98d,KLAX,LFPG,2/23/2020
ENY3364,,ab7617,KDFW,,2/23/2020
AAL2814,,ad5398,KDFW,KEWR,2/23/2020
GJS4506,,a0d5f3,KORD,,2/23/2020
THY34,,4bb142,KIAH,LTBW,2/23/2020
AAL1336,,a1057a,KDFW,KISM,2/23/2020
NKS868,,a8b926,KLAX,KDFW,2/23/2020
ASH5715,,aca256,KDFW,KTYS,2/23/2020
AAL1535,,aced23,KDFW,KSFO,2/23/2020
SKW3044,,a9f302,KPHX,KLGF,2/23/2020
AAL529,,aaec9c,KDFW,,2/23/2020
SKW3024,,aa21ef,KLAX,KBTF,2/23/2020
SWA3306,,ad01ab,KLAX,NV55,2/23/2020
BAW24R,,400684,KORD,EGLL,2/23/2020
ENY4124,,ab3c05,KDFW,98NE,2/23/2020
UAE236,,896451,KORD,OMDB,2/23/2020
ASA1348,,a300a9,KSEA,KSJC,2/23/2020
AAL803,,aa6113,KLAX,KSTL,2/23/2020
AAL850,,ad7ece,KDFW,,2/23/2020
SKW3171,,a9cb83,KDFW,KTYR,2/23/2020
UAL688,,a58672,KIAH,KRDU,2/23/2020
DAL1443,,a43c7a,KLAX,60CO,2/23/2020
ASH5879,,acf1d8,KPHX,KIAH,2/23/2020
SKW3248,,a97da7,KDFW,,2/23/2020
SKW5725,,a0baa1,KLAX,KSAN,2/23/2020
ENY3321,,ab7fde,KDFW,,2/23/2020
ENY3826,,ab3fbc,KDFW,,2/23/2020
AAL403,,a71efa,KPHX,KORD,2/23/2020
UAL481,,a4cc1c,KLAX,KSFO,2/23/2020
UAL2048,,aa5694,KLAX,KLAS,2/23/2020
AAL1890,,aca6c0,KDFW,KBOS,2/23/2020
AAL789,,acd1f6,KORD,KSEA,2/23/2020
ASQ4052,,a7e318,KORD,KSLC,2/23/2020
SKW3412,,a134d5,KSEA,KBOI,2/23/2020
AAL633,,a19eff,KPHX,KDFW,2/23/2020
UAL391,,a0e751,KORD,CYYZ,2/23/2020
CKS916,,a9876e,PANC,RKSI,2/23/2020
AAL2313,,ab6b02,KDFW,,2/23/2020
AAL2936,,ad6c3b,KORD,,2/23/2020
UAL938,,a91b44,KORD,EGLL,2/23/2020
DAL1836,,a44d62,KLAX,KSEA,2/23/2020
SWA3056,,a20e38,KLAX,KPHX,2/23/2020
ASA97,,a24a0a,KSEA,PANC,2/23/2020
SKW5119,,ac0cb1,KORD,4IL8,2/23/2020
AAL1435,,acb0b9,KDFW,KAUS,2/23/2020
SWA6558,,a600e4,KLAX,KSFO,2/23/2020
UAL1868,,ab0b1f,KORD,LS76,2/23/2020
SKW5704,,a1110d,KLAX,KBTF,2/23/2020
UAL2088,,a4b989,KORD,KOMA,2/23/2020
GJS4553,,a6c39f,KORD,KGRB,2/23/2020
DAL1149,,a6cc41,KLAX,,2/23/2020
AAL1434,,ad3d4e,KDFW,KSAT,2/23/2020
SKW2959,,a7ff34,KPHX,,2/23/2020
DAL1671,,a44502,KLAX,KSMF,2/23/2020
VOI915,,a65d45,KLAX,,2/23/2020
ENY3827,,a21c4c,KORD,,2/23/2020
SWA4354,,aa72d3,KPHX,KABQ,2/23/2020
AWI4824,,a55d45,KORD,IS62,2/23/2020
THY10,,4bb14b,KLAX,LTBW,2/23/2020
UAL613,,a583f5,KORD,KEWR,2/23/2020
SKW5072,,ad08bd,KORD,KSPI,2/23/2020
AAL691,,ab6fdd,KPHX,KAUS,2/23/2020
AAL1440,,ac8e1d,KORD,KSMF,2/23/2020
ASH5846,,ac7720,KPHX,KMSN,2/23/2020
SKW5097,,acb251,KLAX,KSCK,2/23/2020
SWA2287,,aa9769,KPHX,KSAN,2/23/2020
FFT1426,,a2090d,KPHX,KORD,2/23/2020
SWA4479,,a19f29,KLAX,60CO,2/23/2020
THY6,,4bb143,KORD,LTBW,2/23/2020
SKW5548,,ad014f,KLAX,KPSP,2/23/2020
ASH5825,,a234c0,KPHX,KLGB,2/23/2020
SKW5478,,aaa86a,KLAX,,2/23/2020
ATN3713,,aabbd2,KPHX,KABE,2/23/2020
SWR41,,4b1919,KLAX,LSZH,2/23/2020
QXE2040,,a57747,KSEA,KSFF,2/23/2020
ASA1943,,a695ef,KLAX,KSFO,2/23/2020
UAL845,,aac4ed,KORD,SBGR,2/23/2020
ASH5897,,ac9731,KPHX,,2/23/2020
AAL2506,,ad6ff2,KORD,KPHL,2/23/2020
UAL2183,,abacd2,KORD,,2/23/2020
ASA1150,,a826f5,KSEA,KBUR,2/23/2020
QXE2503,,a842e7,KSEA,,2/23/2020
UAL302,,a11f59,KORD,KIAD,2/23/2020
QXE2948,,a569c9,KSEA,MT54,2/23/2020
AAL53,,a6d9c3,KLAX,KPHX,2/23/2020
FFT2135,,a97c9a,KDFW,KLAS,2/23/2020
AAL1597,,a4afbe,KLAX,60CO,2/23/2020
AAL2332,,adb782,KDFW,KBNA,2/23/2020
BAW196E,,4007f5,KIAH,EGLL,2/23/2020
ENY3606,,a1e5f1,KDFW,,2/23/2020
ENY3330,,acf841,KDFW,,2/23/2020
CPZ6006,,a1933c,KLAX,CYVR,2/23/2020
AWI4863,,a5bb1f,KORD,KMKE,2/23/2020
SWA4331,,a5f208,KLAX,KSMF,2/23/2020
AAL136,,aa9f6f,KLAX,EGLL,2/23/2020
WJA1465,,c021f6,KPHX,,2/23/2020
AAL86,,aaed0d,KORD,EGLL,2/23/2020
ASA349,,a25b3f,KLAX,KSEA,2/23/2020
ASA1976,,a69d5d,KSEA,KTUS,2/23/2020
UAL129,,aa44ac,KIAH,SBGL,2/23/2020
ATN3784,,a3999e,KPHX,KRFD,2/23/2020
WJA1423,,c035cc,KLAX,,2/23/2020
NKS362,,a8ef81,KIAH,KATL,2/23/2020
SWA3897,,a7016c,KLAX,KLAS,2/23/2020
ASA720,,a30f85,KSEA,,2/23/2020
FFT1419,,a992e4,KORD,KLAS,2/23/2020
ASH5727,,accd8c,KDFW,MS74,2/23/2020
DLH4C,,3c6508,KORD,EDDM,2/23/2020
ASA1801,,ab9448,KLAX,KPDX,2/23/2020
AAL1394,,adbef0,KDFW,KLAX,2/23/2020
SKW2996,,aa4a90,KLAX,,2/23/2020
ASA704,,ab8923,KSEA,KSAN,2/23/2020
ASA45,,a69f49,PANC,,2/23/2020
AAL2205,,a04b24,KLAX,,2/23/2020
SKW3046,,a7d3fe,KLAX,KTUS,2/23/2020
ENY3921,,a252a7,KORD,KGRR,2/23/2020
WJA1699,,c06403,KLAX,CYVR,2/23/2020
UAL62,,a2cb14,KIAH,SBGR,2/23/2020
ASH5737,,a2439c,KPHX,KAVQ,2/23/2020
SAS944,,4aca61,KORD,EKCH,2/23/2020
SKW5591,,ad3a03,KLAX,KFAT,2/23/2020
NKS619,,a68ddb,KIAH,KSAN,2/23/2020
ASH5986,,ad5369,KPHX,KTZT,2/23/2020
CPZ6042,,a1babb,KLAX,,2/23/2020
UAL847,,a89d59,KIAH,,2/23/2020
AAL2857,,acaec8,KORD,KCLT,2/23/2020
ENY3814,,a8b8b9,KORD,KTOL,2/23/2020
DAL136,,ab00d6,KDTW,EDDF,2/23/2020
QXE2867,,a87cf9,KLAX,KPAE,2/23/2020
AAL2738,,ac71dd,KORD,KDFW,2/23/2020
ASA636,,a335ad,KSEA,KPHX,2/23/2020
CPZ5735,,a80552,KLAX,KPHX,2/23/2020
WJA1327,,c080ae,KPHX,,2/23/2020
ASA448,,a2e26a,KSEA,KLAX,2/23/2020
QXE2061,,a5625b,KSEA,KPDX,2/23/2020
AAL2611,,adab31,KORD,KLAX,2/23/2020
ENY3541,,acc59d,KORD,56WI,2/23/2020
AAL699,,ab10df,KPHX,KSFF,2/23/2020
ASH5833,,acee21,KPHX,,2/23/2020
ASH5710,,ac85fc,KDFW,KVPS,2/23/2020
ANZ5,,c82781,KLAX,NZAA,2/23/2020
AAL867,,a8943d,KPHX,KM45,2/23/2020
AAL418,,ab473a,KPHX,KOAK,2/23/2020
AAL2720,,ac8ce5,KDFW,KMIA,2/23/2020
VOZ24,,7c6c61,KLAX,YMML,2/23/2020
AAL1992,,a7d630,KPHX,KBOI,2/23/2020
UAL819,,aa92f8,KIAH,SAEZ,2/23/2020
FDX14,,a76535,PANC,,2/23/2020
ASA604,,a5c4e2,KSEA,KLAS,2/23/2020
AAL312,,acab11,KLAX,KLAS,2/23/2020
AAL2106,,a742c2,KPHX,KLAS,2/23/2020
JZA100,,c05f01,KSEA,CYVR,2/23/2020
AAL634,,aa234a,KPHX,KRIR,2/23/2020
QXE2910,,a53e93,KSEA,KBOI,2/23/2020
AAL597,,a762d3,KPHX,KSFO,2/23/2020
SKW3040,,aa3bf0,KPHX,KSBP,2/23/2020
AAL997,,aa9801,KDFW,SAEZ,2/23/2020
AAL2637,,a8a6d0,KPHX,KSNA,2/23/2020
ASA147,,a80c87,PANC,,2/23/2020
ATN3372,,a3d767,KSEA,KAFW,2/23/2020
SKW3085,,a9ab72,KPHX,KPSP,2/23/2020
ASH5874,,aca60d,KDFW,,2/23/2020
SKW3054,,aa0a6e,KPHX,KFAT,2/23/2020
ACA559,,c04053,KLAX,CYVR,2/23/2020
